item_id,page,from_store_number,from_store_name,to_store_number,to_store_name,sku,description,style_color,vendor,vendor_sku,category_code,category_name,from_mtd_turns_raw,from_mtd_turns,to_mtd_turns_raw,to_mtd_turns,size_grid,quantity_breakdown_json,total_quantity,report_total_quantity
175,36,12,UNLIMITED MEGAMALLSP,14,UNLIMITED METROMALL,042KDBL,ZapDpPtMetLonEAGLE W,PLAN/KIDS,MITE,042_KIDS BLUE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""13"", ""quantity"": 1}]",1,1
176,36,12,UNLIMITED MEGAMALLSP,14,UNLIMITED METROMALL,163001ABKKD,BotaPtMetHuleKARST W,PLAN/NEGR,MVAL,163001A_BLACK KIDS,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36 | 37,"[{""row"": """", ""column"": ""28"", ""quantity"": 1}]",1,1
177,37,12,UNLIMITED MEGAMALLSP,28,UNLIMITED LASCASCADA,EVER785ABK,ZapDpPmAm6PuCAMP A,PMED/NEGR,CEVE,EVER785_ALL BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
178,37,12,UNLIMITED MEGAMALLSP,28,UNLIMITED LASCASCADA,NEDLACEWH,ZapPtAm5PuEAGLE 1,PLAN/BLAN,CWIT,NEDLACE_WHITE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""2"", ""quantity"": 1}]",1,1
179,38,12,UNLIMITED MEGAMALLSP,30,Unlimited CityMall T,M228B2207JB23BK,ZapDpPtAm6PuCAMP 2,PLAN/NEGR,CWIT,M228B2207JB23_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
180,38,12,UNLIMITED MEGAMALLSP,30,Unlimited CityMall T,NEDLACEBK,ZapPtAm5PuEAGLE 1,PLAN/NEGR,CWIT,NEDLACE_BLACK,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""2"", ""quantity"": 1}]",1,1
181,38,12,UNLIMITED MEGAMALLSP,30,Unlimited CityMall T,237HCF,ZapPtVelcCuerLOREN W,PLAN/CAFE,MHUR,233_COFFEE CUERO,504,Zap Casl Cuero Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
182,38,12,UNLIMITED MEGAMALLSP,30,Unlimited CityMall T,042KDBL,ZapDpPtMetLonEAGLE W,PLAN/KIDS,MITE,042_KIDS BLUE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""12"", ""quantity"": 1}]",1,1
183,38,12,UNLIMITED MEGAMALLSP,30,Unlimited CityMall T,042KDPR,ZapDpPtMetLonEAGLE W,PLAN/KIDS,MITE,042_KIDS PURPLE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""13"", ""quantity"": 1}]",1,1
184,38,12,UNLIMITED MEGAMALLSP,30,Unlimited CityMall T,042KDSBL,ZapDpPtMetLonEAGLE W,PLAN/KIDS,MITE,042_KIDS SKY BLUE,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""1"", ""quantity"": 1}]",1,1
185,38,12,UNLIMITED MEGAMALLSP,30,Unlimited CityMall T,2750BKWH,ZapDpAm6LonSUPER W,PLAN/NEGR,MSAR,2750_BLACK WHITE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,35 | 35.5 | 36 | 36.5 | 37 | 37.5 | 38 | 38.5 | 39 | 39.5 | 40 | 40.5 | 41 | 41.5 | 42,"[{""row"": """", ""column"": ""40"", ""quantity"": 1}]",1,1
186,38,12,UNLIMITED MEGAMALLSP,30,Unlimited CityMall T,2750WHT,ZapDpAm6LonSUPER W,PLAN/BLAN,MSAR,2750_WHITE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,35 | 35.5 | 36 | 36.5 | 37 | 37.5 | 38 | 38.5 | 39 | 39.5 | 40 | 40.5 | 41 | 41.5 | 42,"[{""row"": """", ""column"": ""35"", ""quantity"": 1}, {""row"": """", ""column"": ""36"", ""quantity"": 1}]",2,2
187,39,13,UNLIMITED MIRAFLORES,2,UNLIMITED C. 2000,JK688BK,ZapMetRedPenKADI 6,TACO/NEGR,FJIN,JK688_BLACK PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,34 | 35 | 36 | 37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45 | 46 | M | 32 | 33,"[{""row"": """", ""column"": ""42"", ""quantity"": 1}]",1,1
188,40,13,UNLIMITED MIRAFLORES,6,UNLIMITED Centro,EVER712BK,ZapDpPmAm6PuEAGL 5,PMED/NEGR,CEVE,EVER712_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
189,41,13,UNLIMITED MIRAFLORES,12,UNLIMITED MEGAMALLSP,EVER614BK,ZapDpPmAm5PuCAMP 2,PMED/NEGR,CEVE,EVER614_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
190,41,13,UNLIMITED MIRAFLORES,12,UNLIMITED MEGAMALLSP,XW28330BK,ZapTaAm4CosLOREN 3,TACO/NEGR,GNEW,XW28330_BLACK,513,Zap Casl PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
191,41,13,UNLIMITED MIRAFLORES,12,UNLIMITED MEGAMALLSP,YSZ100117BKPU,ZapTaMetPuLOREN 5,TACO/NEGR,GYUS,YSZ100117_BLACK PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
192,42,13,UNLIMITED MIRAFLORES,29,Unlimited GaleriasSP,JK687BK,ZapMetRedPenKADI 6,TACO/NEGR,FJIN,JK687_BLACK PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,34 | 35 | 36 | 37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45 | 46 | M | 32 | 33,"[{""row"": """", ""column"": ""43"", ""quantity"": 1}]",1,1
193,43,13,UNLIMITED MIRAFLORES,30,Unlimited CityMall T,M227B2202JNV,ZapDpPtAm7PuCAMP 2,PLAN/MARI,CWIT,M227B2202J_NAVY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
194,43,13,UNLIMITED MIRAFLORES,30,Unlimited CityMall T,SONICLACEUPBLK,ZapTcMetCueWESTF 5,TCON/NEGR,IDLO,SONICLACEUP_BLACK,503,Zap Casl Cuero Tacon,"0,0",0.0,"0,0",0.0,36 | 37 | 38 | 39 | 40 | 40.5 | 41 | 42 | 42.5 | 43 | 44 | 44.5 | 45 | 41.5,"[{""row"": """", ""column"": ""42.5"", ""quantity"": 1}]",1,1
195,44,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,EVER613BE,ZapDpPmAm6PuCAMP 2,PMED/BEIG,CEVE,EVER613_BEIGE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
196,44,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,EVER711BK,ZapDpPmAm6PuEAGL 5,PMED/NEGR,CEVE,EVER711_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
197,44,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,EVER711GY,ZapDpPmAm6PuEAGL 5,PMED/GRIS,CEVE,EVER711_GRAY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
198,44,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,HR23275BK,ZapDpPmAm6PuEAGL 5,PMED/NEGR,CEVE,HR23275_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
199,44,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,M119A901YBN12,BotinTaMetPuLOREN 6,TCON/CAFE,CWIT,M119A901Y_BROWN 12,526,Bota Vestir PU Homb,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
200,44,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,M119A901YBN5,BotinTaMetPuLOREN Z,TCON/CAFE,CWIT,M119A901Y_BROWN 5,526,Bota Vestir PU Homb,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}, {""row"": """", ""column"": ""070"", ""quantity"": 1}]",2,2
201,44,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,M119A906YBK,BotinTaAm4PuLOREN Z,TCON/NEGR,CWIT,M119A906Y_BLACK 1,526,Bota Vestir PU Homb,"1,1",1.1,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""085"", ""quantity"": 1}]",1,1
202,44,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,M120A904YBK,BotinTaAm4PuLOREN Z,TCON/NEGR,CWIT,M120A904Y_BLACK,526,Bota Vestir PU Homb,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
203,44,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,M143A2304JBK,ZapDpPtAm7PuCAMP 2,PLAN/NEGR,CWIT,M143A2304J_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
204,44,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,M265B2305JBN,BotiTcAm3PuCAMP 2,TACO/CAFE,CWIT,M265B2305J_BROWN,526,Bota Vestir PU Homb,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""070"", ""quantity"": 2}]",2,2
205,45,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,MENSKATEWHBL,ZapDpPtAm6PuEAGLE 1,PLAN/BLAN,CWIT,MENSKATE_WHITE BLUE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""075"", ""quantity"": 1}]",1,1
206,45,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,NEDLACEBK,ZapPtAm5PuEAGLE 1,PLAN/NEGR,CWIT,NEDLACE_BLACK,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""11"", ""quantity"": 1}]",1,1
207,45,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,STANVELCROWHNV,ZapPtVelcPuEAGLE 1,PLAN/BLAN,CWIT,STANVELCRO_WHITE NVY,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,1 | 1.5 | 2 | 2.5 | 3 | 3.5 | 4.5 | 5 | 5.5 | 6 | 10 | 11 | 12 | 12.5 | 13 | 10.5 | 11.5 | 13.5,"[{""row"": """", ""column"": ""2"", ""quantity"": 1}, {""row"": """", ""column"": ""12.5"", ""quantity"": 1}]",2,2
208,45,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,JK687BK,ZapMetRedPenKADI 6,TACO/NEGR,FJIN,JK687_BLACK PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,34 | 35 | 36 | 37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45 | 46 | M | 32 | 33,"[{""row"": """", ""column"": ""42"", ""quantity"": 1}]",1,1
209,45,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,PD3244941BN,ZapPtAm5CosPuLOREN 1,PLAN/CAFE,GVIT,PD3244941_BROWN,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
210,45,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,PD3249938CF,ZapPtAm3CosPuLOREN 1,PLAN/CAFE,GVIT,PD3249938_COFFEE,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}]",1,1
211,45,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,PD330256WHGYPU,ZapDpPtAm6CAMPL 8,PLAN/BLAN,GVIT,PD330256_WHITE GREY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
212,45,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,PX308411CF,ZapPtAm4CosPuLOREN 3,PLAN/CAFE,GVIT,PX308411_COFFEE,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""075"", ""quantity"": 1}]",1,1
213,45,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,PX308413CF,ZapPtMetCosLOREN 3,PLAN/CAFE,GVIT,PX308413_COFFEE,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
214,45,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,PX309781BK,ZapPtMetCosLOREN 3,PLAN/NEGR,GVIT,PX309781_BLACK,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}]",1,1
215,46,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,PX309782BK,ZapPtAm4CosLOREN 3,PLAN/NEGR,GVIT,PX309782_BLACK,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
216,46,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,PX309782CF,ZapPtAm4CosLOREN 3,PLAN/CAFE,GVIT,PX309782_COFFEE,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
217,46,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,PY309632BK,ZapPtAm4LisLOREN 3,PLAN/NEGR,GVIT,PY309632_BLACK,514,Zap Casl Pu Plant,"0,0",0.0,"0,7",0.7,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
218,46,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,PY309632CF,ZapPtAm4LisLOREN 3,PLAN/CAFE,GVIT,PY309632_COFFEE,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}]",1,1
219,46,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,YSZ100115BKPU,ZapTaAm4PuLOREN 5,TACO/NEGR,GYUS,YSZ100115_BLACK PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
220,46,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,YSZ100115CFPU,ZapTaAm4PuLOREN 5,TACO/CAFE,GYUS,YSZ100115_COFFEE PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}]",1,1
221,46,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,YSZ100116BKPU,ZapTaMetPuLOREN 5,TACO/NEGR,GYUS,YSZ100116_BLACK PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""060"", ""quantity"": 1}]",1,1
222,46,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,YSZ23LA19RBKLT,ZapTaMetCueCLAUD 5,TACO/NEGR,GYUS,YSZ23LA19R_BLACK LEA,501,Zap Vest Cuero Tacon,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
223,46,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,YSZHD232BKPU,ZapTaAm4PuLOREN 5,TACO/NEGR,GYUS,YSZHD232_BLACK PU,511,Zap Vest PU Tacon H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}, {""row"": """", ""column"": ""080"", ""quantity"": 1}]",2,2
224,46,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,YSZWD0715W9BK,ZapPtMetLisLOREN 6,PLAN/NEGR,GYUS,YSZWD0715W9_BLACK,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
225,47,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,YSZWD0715W9NV,ZapPtMetLisLOREN 6,PLAN/AZUL,GYUS,YSZWD0715W9_NAVY,512,Zap Vest PU Plant H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
226,47,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,ZHCF10002BN,ZapPtAm4LisLOREN 6,PLAN/CAFE,GYUS,ZHCF10002_BROWN,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""065"", ""quantity"": 1}]",1,1
227,47,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,ZHCF2002BK,ZapPtAm4LisLOREN 6,PLAN/NEGR,GYUS,ZHCF2002_BLACK,514,Zap Casl Pu Plant,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
228,47,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,6009KBK,BotiAm5CuerCLAUDI W,PLAN/NEGR,MKIN,6009K_BLACK,522,Bota Casual Cuero H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""105"", ""quantity"": 1}]",1,1
229,47,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,901045BK,BotiTaMetCueCLAUDI 1,TACO/NEGR,MLUG,901045_BLACK,521,Bota Vestir Cuero H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""110"", ""quantity"": 1}]",1,1
230,47,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,1017SBLKD,ZapDpPtAm4LonLUKAM Y,PLAN/LUCE,MLUK,1017_SKY BLUE KIDS,553,Zap Deportivo Niño,"0,0",0.0,"0,0",0.0,14 | 15 | 16 | 17 | 18 | 19 | 20 | 20.5 | 21 | 21.5 | 22 | 22.5 | 23 | 23.5 | 2 | 2.5 | 3 | 3.5,"[{""row"": """", ""column"": ""19"", ""quantity"": 1}]",1,1
231,47,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,MKIMBERTNPU,BurAm7RedSinCOMF 6,CHIQ/TANN,NJES,MKIMBER_TAN PU,518,Burritos PU H,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
232,47,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,UH058BKRD,ZapDpPtAm6LonURBAN Z,PLAN/NEGR,PCAR,UH058_BLACK RED,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}, {""row"": """", ""column"": ""075"", ""quantity"": 1}]",2,2
233,47,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,UH065BK,ZapDpPtAm7LonURBAN Z,PLAN/NEGR,PCAR,UH065_BLACK,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""070"", ""quantity"": 1}]",1,1
234,47,14,UNLIMITED METROMALL,2,UNLIMITED C. 2000,UH111WH,ZapDpPtAm7LonURBAN Z,PLAN/NEGR,PCAR,UH111_WHITE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 055 | 060 | 065 | 070 | 075 | 080 | 085 | 090 | 095 | 100 | 105 | 110 | 120 | M | 115 | 130 | 4,"[{""row"": """", ""column"": ""080"", ""quantity"": 1}]",1,1
235,48,14,UNLIMITED METROMALL,5,UNLIMITED FORHIM,EVER613BE,ZapDpPmAm6PuCAMP 2,PMED/BEIG,CEVE,EVER613_BEIGE,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""090"", ""quantity"": 1}]",1,1
236,48,14,UNLIMITED METROMALL,5,UNLIMITED FORHIM,EVER711GY,ZapDpPmAm6PuEAGL 5,PMED/GRIS,CEVE,EVER711_GRAY,541,Zap.Deportivo Hombre,"0,0",0.0,"0,0",0.0,050 | 060 | 070 | 080 | 090 | 100 | 110 | 120 | 130 | 140 | M,"[{""row"": """", ""column"": ""100"", ""quantity"": 1}]",1,1
