skuCode,categoryNumber,season,suffix,colorRawCode,materialRawCode,reason
EVER765WHFU,556,A,WHFU,WH,FU,UNKNOWN_MATERIAL
EVER766BK,556,A,66BK,66,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER766WH,556,A,66WH,66,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER767ABK,556,A,7ABK,7A,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER767AWH,556,A,7AWH,7A,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER767BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER768BEGD,556,A,BEGD,BE,GD,UNKNOWN_MATERIAL
EVER768BKPW,556,A,BKPW,BK,PW,UNKNOWN_MATERIAL
EVER768WHSL,556,A,WHSL,WH,SL,UNKNOWN_MATERIAL
EVER769BGWH,556,A,BGWH,BG,WH,UNKNOWN_MATERIAL
EVER769BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER769GNBE,556,A,GNBE,GN,BE,UNKNOWN_MATERIAL
EVER769KHBE,556,A,KHBE,KH,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER769NVBL,556,A,NVBL,NV,BL,UNKNOWN_MATERIAL
EVER769WHBK,556,A,WHBK,WH,BK,UNKNOWN_MATERIAL
EVER770ABK,556,A,0ABK,0A,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER770BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER770WHBK,556,A,WHBK,WH,BK,UNKNOWN_MATERIAL
EVER770WHGD,556,A,WHGD,WH,GD,UNKNOWN_MATERIAL
EVER770WHNV,556,A,WHNV,WH,NV,UNKNOWN_MATERIAL
EVER770WHPK,556,A,WHPK,WH,PK,UNKNOWN_MATERIAL
EVER771ABK,556,A,1ABK,1A,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER771AWH,556,A,1AWH,1A,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER771BKWHSO,556,A,WHSO,WH,SO,UNKNOWN_MATERIAL
EVER771WHGN,556,A,WHGN,WH,GN,UNKNOWN_MATERIAL
EVER772BEGY,556,A,BEGY,BE,GY,UNKNOWN_MATERIAL
EVER772DBEPK,556,A,BEPK,BE,PK,UNKNOWN_MATERIAL
EVER773BK,556,A,73BK,73,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER773BKWH,556,A,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER773GYPK,556,A,GYPK,GY,PK,UNKNOWN_MATERIAL
EVER773KH,556,A,73KH,73,KH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER773PK,556,A,73PK,73,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER773WHGY,556,A,WHGY,WH,GY,UNKNOWN_MATERIAL
EVER775BKWH,556,B,BKWH,BK,WH,UNKNOWN_MATERIAL
EVER775GY,556,B,75GY,75,GY,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER775WHLGY,556,B,HLGY,HL,GY,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER776BKVL,556,B,BKVL,BK,VL,UNKNOWN_MATERIAL
EVER776NV,556,B,76NV,76,NV,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER776PK,556,B,76PK,76,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER777DGY,556,A,7DGY,7D,GY,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER777KALP,556,A,KALP,KA,LP,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER777KHBG,556,A,KHBG,KH,BG,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER777NV,556,A,77NV,77,NV,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER777WH,556,A,77WH,77,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
EVER777WHNV,556,A,WHNV,WH,NV,UNKNOWN_MATERIAL
EVERBBEKH,556,5,BEKH,BE,KH,UNKNOWN_MATERIAL
EVERBBEOL,556,5,BEOL,BE,OL,UNKNOWN_MATERIAL
F1602BE,567,5,02BE,02,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
F1602BK,567,5,02BK,02,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
F1606BK,568,5,06BK,06,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
F1606GD,568,5,06GD,06,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
F1606SL,568,5,06SL,06,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
F1623BK,592,5,23BK,23,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
F1623KH,592,5,23KH,23,KH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
F86-1CPPT,566,6,CPPT,CP,PT,UNKNOWN_COLOR
FELIX-3-IVPU,557,2,IVPU,IV,PU,UNKNOWN_COLOR
FENNS-OGPU,567,2,OGPU,OG,PU,UNKNOWN_COLOR
FENNS-TLPU,567,2,TLPU,TL,PU,UNKNOWN_COLOR
FEZ-BSSD,596,1,BSSD,BS,SD,UNKNOWN_COLOR
FF301-C-CPME,566,A,CPME,CP,ME,UNKNOWN_COLOR
FF301-CPME,566,6,CPME,CP,ME,UNKNOWN_COLOR
FF302-C-CPME,566,A,CPME,CP,ME,UNKNOWN_COLOR
FF302-CPME,566,6,CPME,CP,ME,UNKNOWN_COLOR
FF303-BE,566,6,3-BE,,,NONSTANDARD_SUFFIX
FF303-BK,566,6,3-BK,,,NONSTANDARD_SUFFIX
FF303-LTPK,566,6,LTPK,LT,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
FF305-BG,568,6,5-BG,,,NONSTANDARD_SUFFIX
FF305-BK,568,6,5-BK,,,NONSTANDARD_SUFFIX
FF305-NV,568,6,5-NV,,,NONSTANDARD_SUFFIX
FF305-PK,568,6,5-PK,,,NONSTANDARD_SUFFIX
FF306-BK,567,6,6-BK,,,NONSTANDARD_SUFFIX
FF306-CP,567,6,6-CP,,,NONSTANDARD_SUFFIX
FF306-SL,567,6,6-SL,,,NONSTANDARD_SUFFIX
FF307-CPNB,567,6,CPNB,CP,NB,UNKNOWN_COLOR
FF307-PHNB,567,6,PHNB,PH,NB,UNKNOWN_COLOR
FF309-BE,567,6,9-BE,,,NONSTANDARD_SUFFIX
FF309-BK,567,6,9-BK,,,NONSTANDARD_SUFFIX
FF309-WH,567,6,9-WH,,,NONSTANDARD_SUFFIX
FF310-BK,567,6,0-BK,,,NONSTANDARD_SUFFIX
FF310-NV,567,6,0-NV,,,NONSTANDARD_SUFFIX
FF310-RD,567,6,0-RD,,,NONSTANDARD_SUFFIX
FF311-C-CPME,567,A,CPME,CP,ME,UNKNOWN_COLOR
FF311-CPME,567,6,CPME,CP,ME,UNKNOWN_COLOR
FF311CPME,568,A,CPME,CP,ME,UNKNOWN_COLOR
FF318-BK,557,7,8-BK,,,NONSTANDARD_SUFFIX
FF318-CML,557,7,-CML,,,NONSTANDARD_SUFFIX
FF318-ND,557,7,8-ND,,,NONSTANDARD_SUFFIX
FF319-BK,558,6,9-BK,,,NONSTANDARD_SUFFIX
FF319-CML,558,6,-CML,,,NONSTANDARD_SUFFIX
FF319-PW,558,6,9-PW,,,NONSTANDARD_SUFFIX
FF320-BG,568,6,0-BG,,,NONSTANDARD_SUFFIX
FF320-BK,568,6,0-BK,,,NONSTANDARD_SUFFIX
FF320-NV,568,6,0-NV,,,NONSTANDARD_SUFFIX
FF322-BE,568,6,2-BE,,,NONSTANDARD_SUFFIX
FF322-BK,568,6,2-BK,,,NONSTANDARD_SUFFIX
FF322-PK,568,6,2-PK,,,NONSTANDARD_SUFFIX
FF323-CFNB,568,6,CFNB,CF,NB,UNKNOWN_COLOR
FF347-CMLNB,557,7,MLNB,ML,NB,UNKNOWN_COLOR
FF349-CMLPU,557,7,MLPU,ML,PU,UNKNOWN_COLOR
FIELD-34CPGL,568,7,CPGL,CP,GL,UNKNOWN_COLOR
FLEXIBLE-23K-BK,597,7,K-BK,,,NONSTANDARD_SUFFIX
FLEXIBLE-23K-FU,597,7,K-FU,,,NONSTANDARD_SUFFIX
FLEXIBLE-23K-TN,597,7,K-TN,,,NONSTANDARD_SUFFIX
FLEXIBLE-23TPSD,557,7,TPSD,TP,SD,UNKNOWN_COLOR
FLEXIBLE-53K-BK,597,7,K-BK,,,NONSTANDARD_SUFFIX
FLEXIBLE-53K-PK,597,7,K-PK,,,NONSTANDARD_SUFFIX
FM223-OLPU,564,1,OLPU,OL,PU,UNKNOWN_COLOR
FM9001BE,567,2,01BE,01,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
FM9001BK,567,2,01BK,01,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
FM9002BK,567,2,02BK,02,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
FM9002BL,567,2,02BL,02,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
FOREST-16BERF,586,4,BERF,BE,RF,UNKNOWN_MATERIAL
FREYA-18NDCE,567,4,NDCE,ND,CE,UNKNOWN_MATERIAL
FREYA-5EMSA,567,4,EMSA,EM,SA,UNKNOWN_COLOR
G171-OGTE,556,2,OGTE,OG,TE,UNKNOWN_COLOR
G191-OGTE,556,2,OGTE,OG,TE,UNKNOWN_COLOR
G19-FWTE,556,2,FWTE,FW,TE,UNKNOWN_COLOR
G19-PRTE,556,2,PRTE,PR,TE,UNKNOWN_COLOR
G21KHTE,593,2,KHTE,KH,TE,UNKNOWN_COLOR
G27WHBK,556,2,WHBK,WH,BK,UNKNOWN_MATERIAL
G27WHFLT,556,2,HFLT,HF,LT,UNKNOWN_COLOR
G29KHTE,556,5,KHTE,KH,TE,UNKNOWN_COLOR
G312WHCMLTE,556,5,MLTE,ML,TE,UNKNOWN_COLOR
G315BEKH,556,5,BEKH,BE,KH,UNKNOWN_MATERIAL
G6973BE,593,5,73BE,73,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
G6973BG,593,5,73BG,73,BG,UNKNOWN_COLOR;UNKNOWN_MATERIAL
G6973BK,593,5,73BK,73,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
GAIN29BK,586,1,29BK,29,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
GAIN29TP,586,1,29TP,29,TP,UNKNOWN_COLOR;UNKNOWN_MATERIAL
GAIN29WH,586,1,29WH,29,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H21112-PRPU,566,2,PRPU,PR,PU,UNKNOWN_COLOR
H21179CPPU,567,6,CPPU,CP,PU,UNKNOWN_COLOR
H2138BK,593,1,38BK,38,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H2138ND,593,1,38ND,38,ND,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H2138WH,593,1,38WH,38,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H2153BK,591,1,53BK,53,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H2155BE,592,1,55BE,55,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H2156BK,592,1,56BK,56,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H2199BK,567,2,99BK,99,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H2199SL,567,2,99SL,99,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H2199WH,567,2,99WH,99,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H22196CMLPU,592,5,MLPU,ML,PU,UNKNOWN_COLOR
H22201BE,592,1,01BE,01,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H22201BK,592,1,01BK,01,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H3176BK,591,5,76BK,76,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H3176BN,591,5,76BN,76,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H3177BE,591,5,77BE,77,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H3177BK,591,5,77BK,77,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8203BE,592,5,03BE,03,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8203BK,592,5,03BK,03,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8216BK,566,1,16BK,16,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8216GN,566,1,16GN,16,GN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8216ND,566,1,16ND,16,ND,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8216PK,566,1,16PK,16,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8216WH,566,1,16WH,16,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8217BE,566,1,17BE,17,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8217BK,566,1,17BK,17,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8217GD,566,1,17GD,17,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8217RD,566,1,17RD,17,RD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8217SL,566,1,17SL,17,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8226BBK,592,2,6BBK,6B,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8229BBK,592,2,9BBK,9B,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8229BBN,592,2,9BBN,9B,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8230BE,592,5,30BE,30,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8230BK,592,5,30BK,30,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8232BE,592,2,32BE,32,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8232BK,592,2,32BK,32,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8239ABK,592,2,9ABK,9A,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8252BBK,593,2,2BBK,2B,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8265ACML,592,2,ACML,AC,ML,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8265BBK,592,2,5BBK,5B,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8267BBK,592,2,7BBK,7B,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8269ABN,592,5,9ABN,9A,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8269BBN,592,2,9BBN,9B,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8275BK,592,2,75BK,75,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8281-PRPU,566,2,PRPU,PR,PU,UNKNOWN_COLOR
H8290CPME,567,B,CPME,CP,ME,UNKNOWN_COLOR
H8299FU,566,2,99FU,99,FU,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8302OGPU,566,4,OGPU,OG,PU,UNKNOWN_COLOR
H8318-PRPU,567,2,PRPU,PR,PU,UNKNOWN_COLOR
H8322-PRPU,567,2,PRPU,PR,PU,UNKNOWN_COLOR
H8330-PRPU,567,2,PRPU,PR,PU,UNKNOWN_COLOR
H8332BK,567,2,32BK,32,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8383PRPU,567,4,PRPU,PR,PU,UNKNOWN_COLOR
H8393CHPPU,567,4,HPPU,HP,PU,UNKNOWN_COLOR
H8395-PRPU,567,2,PRPU,PR,PU,UNKNOWN_COLOR
H8501-OGPU,568,2,OGPU,OG,PU,UNKNOWN_COLOR
H8503CHPU,567,6,CHPU,CH,PU,UNKNOWN_COLOR
H8505CPPU,567,6,CPPU,CP,PU,UNKNOWN_COLOR
H8509-PRSA,566,2,PRSA,PR,SA,UNKNOWN_COLOR
H8511PRPU,567,6,PRPU,PR,PU,UNKNOWN_COLOR
H8559CMLPU,558,6,MLPU,ML,PU,UNKNOWN_COLOR
H8562CMLPU,558,6,MLPU,ML,PU,UNKNOWN_COLOR
H8565CMLSD,558,6,MLSD,ML,SD,UNKNOWN_COLOR
H8589CMLSD,568,A,MLSD,ML,SD,UNKNOWN_COLOR
H8590BBK,593,2,0BBK,0B,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8590BCML,593,2,BCML,BC,ML,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8590BKH,593,2,0BKH,0B,KH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
H8619PRSA,568,6,PRSA,PR,SA,UNKNOWN_COLOR
H8635CPPT,567,B,CPPT,CP,PT,UNKNOWN_COLOR
H8636CPME,567,A,CPME,CP,ME,UNKNOWN_COLOR
H8658CPME,567,B,CPME,CP,ME,UNKNOWN_COLOR
H8668CPPU,568,8,CPPU,CP,PU,UNKNOWN_COLOR
H8710CPPT,568,8,CPPT,CP,PT,UNKNOWN_COLOR
H8716CHPU,567,6,CHPU,CH,PU,UNKNOWN_COLOR
H8717CPME,567,B,CPME,CP,ME,UNKNOWN_COLOR
H8750CMLTE,557,6,MLTE,ML,TE,UNKNOWN_COLOR
H8753CPPU,557,6,CPPU,CP,PU,UNKNOWN_COLOR
H8781CMLPU,557,6,MLPU,ML,PU,UNKNOWN_COLOR
H8830CPME,568,B,CPME,CP,ME,UNKNOWN_COLOR
H8832KHPU,568,B,KHPU,KH,PU,UNKNOWN_COLOR
HAPPY95BK,576,1,95BK,95,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HAPPY95TN,576,1,95TN,95,TN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HB241030-10LPTE,568,A,LPTE,LP,TE,UNKNOWN_COLOR
HBH240628-1RSGD,568,7,RSGD,RS,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HBH240822-4CPM,566,8,4CPM,4C,PM,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HD230721-9RSME,576,5,RSME,RS,ME,UNKNOWN_COLOR
HD230722-1PRME,560,5,PRME,PR,ME,UNKNOWN_COLOR
HD230722-1RSME,560,5,RSME,RS,ME,UNKNOWN_COLOR
HDS-001-TANU,568,2,TANU,TA,NU,UNKNOWN_COLOR
HDS-005 -KHNB,567,2,KHNB,KH,NB,UNKNOWN_COLOR
HDS-005 -NTPT,567,2,NTPT,NT,PT,UNKNOWN_COLOR
HDS230719-6PWGL,568,5,PWGL,PW,GL,UNKNOWN_COLOR
HDS230719-6RSGL,568,5,RSGL,RS,GL,UNKNOWN_COLOR
HDY0910121BE,564,1,21BE,21,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HDY0910121BK,564,1,21BK,21,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HDY0910121BL,564,1,21BL,21,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HDY0910121CML,564,1,1CML,1C,ML,UNKNOWN_MATERIAL
HDY0910121NWBE,564,1,NWBE,NW,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HELEN690BE,567,6,90BE,90,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HELEN690WH,567,6,90WH,90,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HELEN698SL,567,6,98SL,98,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HG250611-COTE,576,C,COTE,CO,TE,UNKNOWN_COLOR
HG8884CMLPU,569,2,MLPU,ML,PU,UNKNOWN_COLOR
HG8884GDMTL,569,2,DMTL,DM,TL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HG8884TPPU,569,2,TPPU,TP,PU,UNKNOWN_COLOR
HHL23011251LPNB,557,6,LPNB,LP,NB,UNKNOWN_COLOR
HILADYSKATEBK,556,6,TEBK,TE,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HILADYSKATEWH,556,6,TEWH,TE,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HILADYSKATEWHGY,556,6,WHGY,WH,GY,UNKNOWN_MATERIAL
HJD240527-2BKGN,568,8,BKGN,BK,GN,UNKNOWN_MATERIAL
HJD240715-6SNPU,568,8,SNPU,SN,PU,UNKNOWN_COLOR
HJX201085BE,567,1,85BE,85,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HJX201085BK,567,1,85BK,85,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HJX201085SL,567,1,85SL,85,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HJY001PW,567,1,01PW,01,PW,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HJY-001PWME,573,5,PWME,PW,ME,UNKNOWN_COLOR
HJY002BO,576,1,02BO,02,BO,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HJY002RD,576,1,02RD,02,RD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HJY230330-2LVPT,567,5,LVPT,LV,PT,UNKNOWN_COLOR
HJY240716-1CPME,568,8,CPME,CP,ME,UNKNOWN_COLOR
HLD2506-1-BECC,568,C,BECC,BE,CC,UNKNOWN_MATERIAL
HLD2506-1-BKCC,568,C,BKCC,BK,CC,UNKNOWN_MATERIAL
HLD2506-1-NDCC,568,C,NDCC,ND,CC,UNKNOWN_MATERIAL
HLH072310PW,567,1,10PW,10,PW,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HLH072310SL,567,1,10SL,10,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HLH07239BO,567,1,39BO,39,BO,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HLH0723-9BONB,567,5,BONB,BO,NB,UNKNOWN_COLOR
HLH-07239-BOPT,567,5,BOPT,BO,PT,UNKNOWN_COLOR
HLH07239BOPT,567,1,BOPT,BO,PT,UNKNOWN_COLOR
HLH07239CHP,567,1,9CHP,9C,HP,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HLH-07239-CPGL,573,5,CPGL,CP,GL,UNKNOWN_COLOR
HLH07239SL,567,1,39SL,39,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HNEW-004-BONB,567,3,BONB,BO,NB,UNKNOWN_COLOR
HNEW-005LPNB,568,6,LPNB,LP,NB,UNKNOWN_COLOR
HS-B801CPGL,556,6,CPGL,CP,GL,UNKNOWN_COLOR
HTY2510111-BKM,557,C,-BKM,,,NONSTANDARD_SUFFIX
HTY2510111-LGDM,567,C,LGDM,LG,DM,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HX230427-1-BONB,566,3,BONB,BO,NB,UNKNOWN_COLOR
HXW220516-9TANB,557,2,TANB,TA,NB,UNKNOWN_COLOR
HXY004-TPNB,567,2,TPNB,TP,NB,UNKNOWN_COLOR
HXY220511-3YLNB,567,2,YLNB,YL,NB,UNKNOWN_COLOR
HXY220512-1CPGL,573,5,CPGL,CP,GL,UNKNOWN_COLOR
HXY221129-1KHNB,567,3,KHNB,KH,NB,UNKNOWN_COLOR
HXY230522-1RSGL,567,8,RSGL,RS,GL,UNKNOWN_COLOR
HXY230612-RSME,567,5,RSME,RS,ME,UNKNOWN_COLOR
HXY230615-RSGL,567,5,RSGL,RS,GL,UNKNOWN_COLOR
HXY230628-1CPGL,567,5,CPGL,CP,GL,UNKNOWN_COLOR
HXY230721-3RSME,567,5,RSME,RS,ME,UNKNOWN_COLOR
HXY230801-3RSGL,566,5,RSGL,RS,GL,UNKNOWN_COLOR
HXY241213-4GDM,566,A,4GDM,4G,DM,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HXY250113-2CPME,568,A,CPME,CP,ME,UNKNOWN_COLOR
HXY2507072CFPU,567,C,CFPU,CF,PU,UNKNOWN_COLOR
HXY910293SL,567,1,93SL,93,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
HYE230719-4JNDN,569,5,JNDN,JN,DN,UNKNOWN_COLOR
HYS-005NTSA,567,6,NTSA,NT,SA,UNKNOWN_COLOR
HYX2204211-CHGL,566,2,CHGL,CH,GL,UNKNOWN_COLOR
HYX2204211CPGL,573,5,CPGL,CP,GL,UNKNOWN_COLOR
HYX220421-1CPGL,573,8,CPGL,CP,GL,UNKNOWN_COLOR
HZL240503-1CPPU,557,8,CPPU,CP,PU,UNKNOWN_COLOR
HZL-606-TANB,557,2,TANB,TA,NB,UNKNOWN_COLOR
ID2501-GDCC,585,A,GDCC,GD,CC,UNKNOWN_MATERIAL
ID2501-MACC,585,A,MACC,MA,CC,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ID2501-PWCC,585,A,PWCC,PW,CC,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ID2501-WHCC,585,A,WHCC,WH,CC,UNKNOWN_MATERIAL
ID2502-PWME,557,A,PWME,PW,ME,UNKNOWN_COLOR
ID2514-KAPU,558,A,KAPU,KA,PU,UNKNOWN_COLOR
ID63KHSD,558,6,KHSD,KH,SD,UNKNOWN_COLOR
ID64CFSD,560,6,CFSD,CF,SD,UNKNOWN_COLOR
ID72-BKPUIBL,585,A,UIBL,UI,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ID72-GDPUIBL,585,A,UIBL,UI,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ID72-PWPU,585,A,PWPU,PW,PU,UNKNOWN_COLOR
ID72-PWPUIBL,585,A,UIBL,UI,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ID72-WHPUIBL,585,A,UIBL,UI,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ID74KHPU,585,6,KHPU,KH,PU,UNKNOWN_COLOR
IRIS628BE,576,7,28BE,28,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
IRIS628TN,576,7,28TN,28,TN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
IRIS629BE,576,6,29BE,29,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ISABEL385BK,567,6,85BK,85,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ISABEL385CML,567,6,5CML,5C,ML,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ISABEL385WH,567,6,85WH,85,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
IVANKA-11BK,591,A,11BK,11,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
J9818BK,592,5,18BK,18,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
JADEBK,585,2,DEBK,DE,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
JAMBK,592,2,AMBK,AM,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
JAMMYBLING-BKHL,588,3,BKHL,BK,HL,UNKNOWN_MATERIAL
JAMMYBLING-BSHL,588,3,BSHL,BS,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
JAMMYSTONES-BKH,588,3,-BKH,,,NONSTANDARD_SUFFIX
JAMMYSTONES-TNH,588,3,-TNH,,,NONSTANDARD_SUFFIX
JAQUE-BSPU,597,1,BSPU,BS,PU,UNKNOWN_COLOR
JEMMA22KCHP,596,1,KCHP,KC,HP,UNKNOWN_COLOR;UNKNOWN_MATERIAL
JEMMA22KSL,596,1,2KSL,2K,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
JENIFER585ND,567,6,85ND,85,ND,UNKNOWN_COLOR;UNKNOWN_MATERIAL
JF621-2-KHNB,567,B,KHNB,KH,NB,UNKNOWN_COLOR
JH009250716-BKP,567,C,-BKP,,,NONSTANDARD_SUFFIX
JH009250716-NDP,567,C,-NDP,,,NONSTANDARD_SUFFIX
JH009250716-WNP,567,C,-WNP,,,NONSTANDARD_SUFFIX
JH216251091CCPT,567,C,CCPT,CC,PT,UNKNOWN_COLOR
JL02CFPU,558,6,CFPU,CF,PU,UNKNOWN_COLOR
JL03KHPU,558,6,KHPU,KH,PU,UNKNOWN_COLOR
