skuCode,categoryNumber,season,suffix,colorRawCode,materialRawCode,reason
083-WHKHPU,556,9,KHPU,KH,PU,UNKNOWN_COLOR
100105BK,557,2,05BK,05,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
100105GY,557,2,05GY,05,GY,UNKNOWN_COLOR;UNKNOWN_MATERIAL
100144BK,557,2,44BK,44,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
100144WH,557,2,44WH,44,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
100185BK,557,2,85BK,85,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
100185DBN,557,2,5DBN,5D,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
100295BK,557,2,95BK,95,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
100295BN,557,2,95BN,95,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
107-2CPME,567,6,CPME,CP,ME,UNKNOWN_COLOR
107-2-CPSP,567,A,CPSP,CP,SP,UNKNOWN_COLOR
1130-102B-GOPU,558,2,GOPU,GO,PU,UNKNOWN_COLOR
1130-102B-KHNU,558,2,KHNU,KH,NU,UNKNOWN_COLOR
1130-145-KHNB,558,4,KHNB,KH,NB,UNKNOWN_COLOR
1130-146-KHPT,558,4,KHPT,KH,PT,UNKNOWN_COLOR
11305-9219-GOSP,558,2,GOSP,GO,SP,UNKNOWN_COLOR
113059-219-GOSP,558,4,GOSP,GO,SP,UNKNOWN_COLOR
11305-9219-LGSP,558,2,LGSP,LG,SP,UNKNOWN_COLOR
113059-219-LGSP,558,4,LGSP,LG,SP,UNKNOWN_COLOR
113059-219-PWSP,558,4,PWSP,PW,SP,UNKNOWN_COLOR
1130-5-BCKPU,558,4,CKPU,CK,PU,UNKNOWN_COLOR
1130-5-BLKPU,558,4,LKPU,LK,PU,UNKNOWN_COLOR
1130-5-CFPU,558,4,CFPU,CF,PU,UNKNOWN_COLOR
1130-5-CHPPU,558,4,HPPU,HP,PU,UNKNOWN_COLOR
1130-5-KHNU,558,2,KHNU,KH,NU,UNKNOWN_COLOR
1130-5-KHPU,558,4,KHPU,KH,PU,UNKNOWN_COLOR
1130-5-PWPU,558,4,PWPU,PW,PU,UNKNOWN_COLOR
1130-5-PWSP,558,4,PWSP,PW,SP,UNKNOWN_COLOR
1130-85-BLKME,558,4,LKME,LK,ME,UNKNOWN_COLOR
1130-85-DCFPU,558,4,CFPU,CF,PU,UNKNOWN_COLOR
1130-85-GOME,558,2,GOME,GO,ME,UNKNOWN_COLOR
1130-85-PTME,558,4,PTME,PT,ME,UNKNOWN_COLOR
1130-85-PWME,558,2,PWME,PW,ME,UNKNOWN_COLOR
1156BK,593,5,56BK,56,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
1257CMLNB,557,2,MLNB,ML,NB,UNKNOWN_COLOR
160148BK,556,6,48BK,48,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
160148DN,556,6,48DN,48,DN,UNKNOWN_COLOR
160148OFWH,556,6,OFWH,OF,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
160151BL,556,2,51BL,51,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
160151PK,556,2,51PK,51,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
160151WH,556,2,51WH,51,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
160153LI,556,2,53LI,53,LI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
160153PK,556,2,53PK,53,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
160153WH,556,2,53WH,53,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
16111UBE,567,8,1UBE,1U,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
16111UBK,567,8,1UBK,1U,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
16111UGD,567,8,1UGD,1U,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
16111UND,567,8,1UND,1U,ND,UNKNOWN_COLOR;UNKNOWN_MATERIAL
16112UBE,567,8,2UBE,2U,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
16112UBK,567,8,2UBK,2U,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
16112UND,567,8,2UND,2U,ND,UNKNOWN_COLOR;UNKNOWN_MATERIAL
16112USL,567,8,2USL,2U,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
1683KHPU,585,7,KHPU,KH,PU,UNKNOWN_COLOR
1685KHPU,585,7,KHPU,KH,PU,UNKNOWN_COLOR
1686KHPU,585,7,KHPU,KH,PU,UNKNOWN_COLOR
18093E9BK,567,7,E9BK,E9,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
18093E9CML,567,7,9CML,9C,ML,UNKNOWN_COLOR;UNKNOWN_MATERIAL
18093E9WH,567,7,E9WH,E9,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
1836-9-KHSD,576,C,KHSD,KH,SD,UNKNOWN_COLOR
1890-1A-TPPT,567,2,TPPT,TP,PT,UNKNOWN_COLOR
1895-1B-TPPT,567,2,TPPT,TP,PT,UNKNOWN_COLOR
1895-243CPPU,567,6,CPPU,CP,PU,UNKNOWN_COLOR
2008-WHOLPU,556,1,OLPU,OL,PU,UNKNOWN_COLOR
20133ACHLLTT},558,1,LTT},,,NONSTANDARD_SUFFIX
20262CPTE,567,B,CPTE,CP,TE,UNKNOWN_COLOR
20265CPTE,567,B,CPTE,CP,TE,UNKNOWN_COLOR
20267BKLN,568,8,BKLN,BK,LN,UNKNOWN_MATERIAL
20267GDLN,568,8,GDLN,GD,LN,UNKNOWN_MATERIAL
20267SLLN,568,8,SLLN,SL,LN,UNKNOWN_MATERIAL
20269CPME,585,B,CPME,CP,ME,UNKNOWN_COLOR
220405-BE,567,4,5-BE,,,NONSTANDARD_SUFFIX
220405-BK,567,4,5-BK,,,NONSTANDARD_SUFFIX
220405-TS,567,4,5-TS,,,NONSTANDARD_SUFFIX
22D054CHLBK,558,1,HLBK,HL,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
22D054MRLNBR,558,1,LNBR,LN,BR,UNKNOWN_COLOR;UNKNOWN_MATERIAL
22D055BKCHL,558,1,KCHL,KC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
22D055MRLNBR,558,1,LNBR,LN,BR,UNKNOWN_COLOR;UNKNOWN_MATERIAL
22D061BKCHL,558,1,KCHL,KC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
22D061MRLNBR,558,1,LNBR,LN,BR,UNKNOWN_COLOR;UNKNOWN_MATERIAL
23040-L1CHME,568,3,CHME,CH,ME,UNKNOWN_COLOR
2319801BE,568,8,01BE,01,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2319801CA,568,8,01CA,01,CA,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2319801DKBE,568,8,DKBE,DK,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2319801-MVPU,568,2,MVPU,MV,PU,UNKNOWN_COLOR
2319801ND,568,8,01ND,01,ND,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2319X805-CHPU,568,2,CHPU,CH,PU,UNKNOWN_COLOR
2319X805-PWPU,568,2,PWPU,PW,PU,UNKNOWN_COLOR
2326XA8011-CHPU,568,2,CHPU,CH,PU,UNKNOWN_COLOR
2338X801-TPPU,569,2,TPPU,TP,PU,UNKNOWN_COLOR
2338X802-CHPU,569,2,CHPU,CH,PU,UNKNOWN_COLOR
2338X802-DA,568,2,2-DA,,,NONSTANDARD_SUFFIX
2338X802-DAPU,569,2,DAPU,DA,PU,UNKNOWN_COLOR
2338X805-CHPU,569,2,CHPU,CH,PU,UNKNOWN_COLOR
2338X829BE,569,8,29BE,29,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2338X829BK,569,8,29BK,29,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2338X829CA,569,8,29CA,29,CA,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2338X829CHP,569,8,9CHP,9C,HP,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2339XD805-CHPU,568,2,CHPU,CH,PU,UNKNOWN_COLOR
23761UBE,566,8,1UBE,1U,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
23761UBK,566,8,1UBK,1U,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
23761UND,566,8,1UND,1U,ND,UNKNOWN_COLOR;UNKNOWN_MATERIAL
23761UWH,566,8,1UWH,1U,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
23762UBE,566,8,2UBE,2U,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
23762UBK,566,8,2UBK,2U,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
23762UND,566,8,2UND,2U,ND,UNKNOWN_COLOR;UNKNOWN_MATERIAL
23762UWH,566,8,2UWH,2U,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2401-2CPNB,557,6,CPNB,CP,NB,UNKNOWN_COLOR
2402DBEP,560,6,DBEP,DB,EP,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2403CPNB,557,6,CPNB,CP,NB,UNKNOWN_COLOR
2406CPPU,557,6,CPPU,CP,PU,UNKNOWN_COLOR
2416X801BE,569,8,01BE,01,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2416X801BK,569,8,01BK,01,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2416X801BN,569,8,01BN,01,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2416X801WH,569,8,01WH,01,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
2501CPNB,557,6,CPNB,CP,NB,UNKNOWN_COLOR
2501-CPPT,557,A,CPPT,CP,PT,UNKNOWN_COLOR
25611-BECC,558,A,BECC,BE,CC,UNKNOWN_MATERIAL
25611-BKCC,558,A,BKCC,BK,CC,UNKNOWN_MATERIAL
25611-CFCC,568,A,CFCC,CF,CC,UNKNOWN_COLOR;UNKNOWN_MATERIAL
25614-BKCC,568,A,BKCC,BK,CC,UNKNOWN_MATERIAL
25614-CFCC,568,A,CFCC,CF,CC,UNKNOWN_COLOR;UNKNOWN_MATERIAL
25619-MAPT,568,A,MAPT,MA,PT,UNKNOWN_COLOR
2865-BEPRPU,556,1,PRPU,PR,PU,UNKNOWN_COLOR
301-17GDMI,566,2,GDMI,GD,MI,UNKNOWN_MATERIAL
301-17RGMI,566,2,RGMI,RG,MI,UNKNOWN_MATERIAL
301-17SLMI,566,2,SLMI,SL,MI,UNKNOWN_MATERIAL
3036BCK,564,1,6BCK,6B,CK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
3036MQL,564,1,6MQL,6M,QL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
3084BKCHL,564,1,KCHL,KC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
3084-MQPT,564,1,MQPT,MQ,PT,UNKNOWN_COLOR
3084MVCHL,564,1,VCHL,VC,HL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
3089-MQLSU,558,1,QLSU,QL,SU,UNKNOWN_COLOR
3098-10PWGL,585,2,PWGL,PW,GL,UNKNOWN_COLOR
3099BLK,564,1,9BLK,9B,LK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
3099TUL,564,1,9TUL,9T,UL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
31231WN,593,5,31WN,31,WN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
3161CRMBE,564,1,RMBE,RM,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
3161CRMBK,564,1,RMBK,RM,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
3161CRMNV,564,1,RMNV,RM,NV,UNKNOWN_COLOR;UNKNOWN_MATERIAL
353709-LPLT,566,B,LPLT,LP,LT,UNKNOWN_COLOR
3618BK,591,5,18BK,18,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
364905-LPLT,556,A,LPLT,LP,LT,UNKNOWN_COLOR
370201-CGLT,558,9,CGLT,CG,LT,UNKNOWN_COLOR
371102-CGLT,593,9,CGLT,CG,LT,UNKNOWN_COLOR
372027-LISD,577,3,LISD,LI,SD,UNKNOWN_COLOR
372033-MSSD,577,3,MSSD,MS,SD,UNKNOWN_COLOR
379043-MSSD,577,3,MSSD,MS,SD,UNKNOWN_COLOR
379043-MVSD,577,3,MVSD,MV,SD,UNKNOWN_COLOR
379051-KHPU,577,3,KHPU,KH,PU,UNKNOWN_COLOR
4001-1-RSPU,567,A,RSPU,RS,PU,UNKNOWN_COLOR
4003-2CPME,567,6,CPME,CP,ME,UNKNOWN_COLOR
505-1-RSPU,567,A,RSPU,RS,PU,UNKNOWN_COLOR
52310-1-RSPU,566,A,RSPU,RS,PU,UNKNOWN_COLOR
52310-2-PWPU,566,A,PWPU,PW,PU,UNKNOWN_COLOR
52310-4-RSSP,566,A,RSSP,RS,SP,UNKNOWN_COLOR
5506KHPT,568,8,KHPT,KH,PT,UNKNOWN_COLOR
59010-4-CFNB,567,A,CFNB,CF,NB,UNKNOWN_COLOR
59010-4-KHNB,567,A,KHNB,KH,NB,UNKNOWN_COLOR
6036D2BE,558,8,D2BE,D2,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6036D2BK,558,8,D2BK,D2,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6036D2BL,558,8,D2BL,D2,BL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6036D2PK,558,8,D2PK,D2,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060402BE,558,8,02BE,02,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060402BG,558,8,02BG,02,BG,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060402BK,558,8,02BK,02,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060402BN,558,8,02BN,02,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060407BK,558,8,07BK,07,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060407BN,558,8,07BN,07,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060407CA,558,8,07CA,07,CA,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060407LI,558,8,07LI,07,LI,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060408BK,558,8,08BK,08,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060408BZ,558,8,08BZ,08,BZ,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060408CHP,558,8,8CHP,8C,HP,UNKNOWN_COLOR;UNKNOWN_MATERIAL
6060408OFWH,558,8,OFWH,OF,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
697HYDRA61BK,585,7,61BK,61,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
697HYDRA61TN,585,7,61TN,61,TN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
706-1-RSPU,567,B,RSPU,RS,PU,UNKNOWN_COLOR
706-2-RSPU,567,A,RSPU,RS,PU,UNKNOWN_COLOR
7460Y-LPNB,560,8,LPNB,LP,NB,UNKNOWN_COLOR
752MAGGIORE61BK,585,6,61BK,61,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
752MAGGIORE61GD,585,6,61GD,61,GD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
752MAGGIORE61SL,585,6,61SL,61,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
7551BLKPU,556,8,LKPU,LK,PU,UNKNOWN_COLOR
7559PRTX,556,8,PRTX,PR,TX,UNKNOWN_COLOR
7572KHPU,556,8,KHPU,KH,PU,UNKNOWN_COLOR
77716KHNB,556,8,KHNB,KH,NB,UNKNOWN_COLOR
789-1A-LVPU,567,2,LVPU,LV,PU,UNKNOWN_COLOR
789-1A-OGPT,567,2,OGPT,OG,PT,UNKNOWN_COLOR
789-1A-TPPT,567,2,TPPT,TP,PT,UNKNOWN_COLOR
809KHTE,556,7,KHTE,KH,TE,UNKNOWN_COLOR
8277BK,592,5,77BK,77,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
8406-2TAPU,592,2,TAPU,TA,PU,UNKNOWN_COLOR
8406-3TAPU,592,2,TAPU,TA,PU,UNKNOWN_COLOR
8406-4TAPU,592,2,TAPU,TA,PU,UNKNOWN_COLOR
870-1021-1-CFPU,591,C,CFPU,CF,PU,UNKNOWN_COLOR
870-116-CFPU,592,C,CFPU,CF,PU,UNKNOWN_COLOR
881-1-CMLNB,558,4,MLNB,ML,NB,UNKNOWN_COLOR
882-3-CMLNB,558,4,MLNB,ML,NB,UNKNOWN_COLOR
925A-1-RSPU,566,A,RSPU,RS,PU,UNKNOWN_COLOR
93048NV,557,2,48NV,48,NV,UNKNOWN_COLOR;UNKNOWN_MATERIAL
93048RD,557,2,48RD,48,RD,UNKNOWN_COLOR;UNKNOWN_MATERIAL
98201-1TANB,568,2,TANB,TA,NB,UNKNOWN_COLOR
99468-1TANB,568,2,TANB,TA,NB,UNKNOWN_COLOR
99483-ACPGL,568,6,CPGL,CP,GL,UNKNOWN_COLOR
99881BK,592,5,81BK,81,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
99882BK,592,5,82BK,82,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
99882BN,592,5,82BN,82,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
99882KH,592,5,82KH,82,KH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
A105APPU,556,8,APPU,AP,PU,UNKNOWN_COLOR
A113APPU,556,8,APPU,AP,PU,UNKNOWN_COLOR
A116-TPPU,564,9,TPPU,TP,PU,UNKNOWN_COLOR
A123-BKMH,567,9,BKMH,BK,MH,UNKNOWN_MATERIAL
A123-RGMH,567,9,RGMH,RG,MH,UNKNOWN_MATERIAL
A123-SLMH,567,9,SLMH,SL,MH,UNKNOWN_MATERIAL
A125-BKMH,567,9,BKMH,BK,MH,UNKNOWN_MATERIAL
A125-GDMH,567,9,GDMH,GD,MH,UNKNOWN_MATERIAL
A125-SLMH,567,9,SLMH,SL,MH,UNKNOWN_MATERIAL
A51APPU,556,7,APPU,AP,PU,UNKNOWN_COLOR
A51VLPU,556,7,VLPU,VL,PU,UNKNOWN_COLOR
A69KHPU,556,7,KHPU,KH,PU,UNKNOWN_COLOR
A98KHSD,556,5,KHSD,KH,SD,UNKNOWN_COLOR
AF0737-CPPU,566,3,CPPU,CP,PU,UNKNOWN_COLOR
AF1507-11CPPU,568,3,CPPU,CP,PU,UNKNOWN_COLOR
AF1773-369-TPPU,557,6,TPPU,TP,PU,UNKNOWN_COLOR
AF1773-380CTPPT,557,8,TPPT,TP,PT,UNKNOWN_COLOR
AF1773-380-TPPT,557,6,TPPT,TP,PT,UNKNOWN_COLOR
AF1773-380TPPT,557,3,TPPT,TP,PT,UNKNOWN_COLOR
AF1773-380-TPPU,557,8,TPPU,TP,PU,UNKNOWN_COLOR
AF3111-1-CPPU,566,6,CPPU,CP,PU,UNKNOWN_COLOR
AF3111-1CPPU,567,3,CPPU,CP,PU,UNKNOWN_COLOR
AF3111-670-CPSA,567,6,CPSA,CP,SA,UNKNOWN_COLOR
AF3111-670CPSA,567,3,CPSA,CP,SA,UNKNOWN_COLOR
AF3111-670PRSA,567,3,PRSA,PR,SA,UNKNOWN_COLOR
AF3111-CPSP,566,A,CPSP,CP,SP,UNKNOWN_COLOR
AF5019-61YLPU,568,3,YLPU,YL,PU,UNKNOWN_COLOR
AF542-123-CPME,567,6,CPME,CP,ME,UNKNOWN_COLOR
AF542-123CPME,567,3,CPME,CP,ME,UNKNOWN_COLOR
AF8656-359-CPSA,566,6,CPSA,CP,SA,UNKNOWN_COLOR
AF8867-562CPPU,567,3,CPPU,CP,PU,UNKNOWN_COLOR
ALI6CMLPU,567,2,MLPU,ML,PU,UNKNOWN_COLOR
ALI-6-IVPU,567,4,IVPU,IV,PU,UNKNOWN_COLOR
AMAZONA035-TPPU,576,1,TPPU,TP,PU,UNKNOWN_COLOR
AMAZONA059-CFPU,558,6,CFPU,CF,PU,UNKNOWN_COLOR
AMENITY35KBE,596,1,5KBE,5K,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
AMENITY35KBK,596,1,5KBK,5K,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
AMENITY35KCHP,596,1,KCHP,KC,HP,UNKNOWN_COLOR;UNKNOWN_MATERIAL
AMENITY35KSL,596,1,5KSL,5K,SL,UNKNOWN_COLOR;UNKNOWN_MATERIAL
AMENITY35KWH,596,1,5KWH,5K,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ANIYA-62-TPNB,557,1,TPNB,TP,NB,UNKNOWN_COLOR
ANNA-21-MVTE,557,7,MVTE,MV,TE,UNKNOWN_COLOR
ANNA-51K-BSTE,597,7,BSTE,BS,TE,UNKNOWN_COLOR
ANNA-54-MVTE,557,1,MVTE,MV,TE,UNKNOWN_COLOR
ARIANA150PKGD,586,7,PKGD,PK,GD,UNKNOWN_MATERIAL
ATLANTIC07BK,593,3,07BK,07,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
ATLANTIC07BN,593,3,07BN,07,BN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
B07BE,556,3,07BE,07,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
B07BLK,556,3,7BLK,7B,LK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
B07BRN,556,3,7BRN,7B,RN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
B07GN,556,3,07GN,07,GN,UNKNOWN_COLOR;UNKNOWN_MATERIAL
B07PK,556,3,07PK,07,PK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
B07WHT,556,3,7WHT,7W,HT,UNKNOWN_COLOR;UNKNOWN_MATERIAL
B08BE,556,2,08BE,08,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
B08BLK,556,2,8BLK,8B,LK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
B08WH,556,2,08WH,08,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
B10WH,556,2,10WH,10,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
B76-TANU,568,2,TANU,TA,NU,UNKNOWN_COLOR
B77-A-TAPT,568,2,TAPT,TA,PT,UNKNOWN_COLOR
BDG7191BK,566,6,91BK,91,BK,UNKNOWN_COLOR;UNKNOWN_MATERIAL
BDG7191ND,566,6,91ND,91,ND,UNKNOWN_COLOR;UNKNOWN_MATERIAL
BDG7969OGSD,567,6,OGSD,OG,SD,UNKNOWN_COLOR
BDG7969PRSD,567,6,PRSD,PR,SD,UNKNOWN_COLOR
BDSL8799CMLPU,576,7,MLPU,ML,PU,UNKNOWN_COLOR
BELL-SLIPPT,568,6,IPPT,IP,PT,UNKNOWN_COLOR
BETTA120BE,567,7,20BE,20,BE,UNKNOWN_COLOR;UNKNOWN_MATERIAL
BETTA120WH,567,7,20WH,20,WH,UNKNOWN_COLOR;UNKNOWN_MATERIAL
BETTY-48-SLCH,567,7,SLCH,SL,CH,UNKNOWN_MATERIAL
BF62IVTE,568,B,IVTE,IV,TE,UNKNOWN_COLOR
BFX8733CPPU,567,6,CPPU,CP,PU,UNKNOWN_COLOR
BG-22A-KHNU,558,2,KHNU,KH,NU,UNKNOWN_COLOR
BG27-11MAPT,568,A,MAPT,MA,PT,UNKNOWN_COLOR
BG27-19KHPU,558,6,KHPU,KH,PU,UNKNOWN_COLOR
BG27-19PRPU,558,6,PRPU,PR,PU,UNKNOWN_COLOR
BG27-1CPGL,568,6,CPGL,CP,GL,UNKNOWN_COLOR
BG27-1-CPSP,568,A,CPSP,CP,SP,UNKNOWN_COLOR
BG27-20KHPU,558,6,KHPU,KH,PU,UNKNOWN_COLOR
BG27-26CPPU,567,6,CPPU,CP,PU,UNKNOWN_COLOR
BG27-28CPGL,567,6,CPGL,CP,GL,UNKNOWN_COLOR
BG27-28-CPSP,567,A,CPSP,CP,SP,UNKNOWN_COLOR
BG27-3-CPSP,568,A,CPSP,CP,SP,UNKNOWN_COLOR
BG27-4MAPT,568,A,MAPT,MA,PT,UNKNOWN_COLOR
BG27-6BOPU,568,B,BOPU,BO,PU,UNKNOWN_COLOR
BG27-8MAPT,568,A,MAPT,MA,PT,UNKNOWN_COLOR
BG27-9MAPT,568,A,MAPT,MA,PT,UNKNOWN_COLOR
BG47-1-KHNU,558,2,KHNU,KH,NU,UNKNOWN_COLOR
BG-49A-TANU,558,2,TANU,TA,NU,UNKNOWN_COLOR
BG-51C-TANU,568,2,TANU,TA,NU,UNKNOWN_COLOR
BG52-A-TANU,558,2,TANU,TA,NU,UNKNOWN_COLOR
BG-5A-KHNU,558,2,KHNU,KH,NU,UNKNOWN_COLOR
BG630-17-KHNB,557,B,KHNB,KH,NB,UNKNOWN_COLOR
BG630-22-KHPU,585,B,KHPU,KH,PU,UNKNOWN_COLOR
BG720-1TAPT,564,2,TAPT,TA,PT,UNKNOWN_COLOR
BG720-5TPPT,568,4,TPPT,TP,PT,UNKNOWN_COLOR
BG-73C-BONU,567,4,BONU,BO,NU,UNKNOWN_COLOR
BG-73C-RENU,567,4,RENU,RE,NU,UNKNOWN_COLOR
BG-79C-TANU,568,2,TANU,TA,NU,UNKNOWN_COLOR
BG807-RSPL,568,A,RSPL,RS,PL,UNKNOWN_COLOR
BG822-CFPU,568,B,CFPU,CF,PU,UNKNOWN_COLOR
BG823-11-CFSP,567,A,CFSP,CF,SP,UNKNOWN_COLOR
BG823-14-CFSP,566,A,CFSP,CF,SP,UNKNOWN_COLOR
BG823-15-KHPU,567,A,KHPU,KH,PU,UNKNOWN_COLOR
BG823-24-KHPU,568,A,KHPU,KH,PU,UNKNOWN_COLOR
BG823-25-KHPU,568,A,KHPU,KH,PU,UNKNOWN_COLOR
BG823-29-KHPU,585,B,KHPU,KH,PU,UNKNOWN_COLOR
BG823-7-KHPU,568,A,KHPU,KH,PU,UNKNOWN_COLOR
BG-83C-TANU,568,2,TANU,TA,NU,UNKNOWN_COLOR
BG-86A-TANU,558,2,TANU,TA,NU,UNKNOWN_COLOR
BG8-8-CFPU,567,C,CFPU,CF,PU,UNKNOWN_COLOR
BG-B47-REPT,557,2,REPT,RE,PT,UNKNOWN_COLOR
BG-B47-TAPT,557,2,TAPT,TA,PT,UNKNOWN_COLOR
BG-B49-GOME,557,2,GOME,GO,ME,UNKNOWN_COLOR
BG-B49-REPT,557,2,REPT,RE,PT,UNKNOWN_COLOR
BG-B49-SIME,557,2,SIME,SI,ME,UNKNOWN_COLOR
BG-B54-GOME,557,2,GOME,GO,ME,UNKNOWN_COLOR
BG-B54-SIME,557,2,SIME,SI,ME,UNKNOWN_COLOR
BG-B62-TANU,564,2,TANU,TA,NU,UNKNOWN_COLOR
BG-B63-TANU,564,2,TANU,TA,NU,UNKNOWN_COLOR
BG-B68-DAPT,557,2,DAPT,DA,PT,UNKNOWN_COLOR
BG-B68-GOGL,557,4,GOGL,GO,GL,UNKNOWN_COLOR
BG-B68-REPT,557,4,REPT,RE,PT,UNKNOWN_COLOR
BG-B68-SIGL,557,2,SIGL,SI,GL,UNKNOWN_COLOR
BG-B7-GOGL,557,4,GOGL,GO,GL,UNKNOWN_COLOR
BG-B7-SIGL,557,4,SIGL,SI,GL,UNKNOWN_COLOR
BG-N1TQSA,567,6,TQSA,TQ,SA,UNKNOWN_COLOR
BG-N2CPGL,567,6,CPGL,CP,GL,UNKNOWN_COLOR
BHY8910CMLPU,569,7,MLPU,ML,PU,UNKNOWN_COLOR
BK7505KHPU,567,B,KHPU,KH,PU,UNKNOWN_COLOR
BK7508APPU,567,B,APPU,AP,PU,UNKNOWN_COLOR
