file_name,canonical,before_present,after_present,before_path,after_path,before_size,after_size,before_last_write_time,after_last_write_time,before_sha256,after_sha256,file_status
RICATEG.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RICATEG.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RICATEG.MDB,118784,118784,2026-05-04T17:26:06.989Z,2026-05-04T17:26:06.989Z,ad9d7edc8a45c583aa0dab4fa812b469f73d96a3eff389533b48afc8bb8c0408,ad9d7edc8a45c583aa0dab4fa812b469f73d96a3eff389533b48afc8bb8c0408,same
RICOMM.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RICOMM.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RICOMM.MDB,94208,94208,2026-05-04T17:26:06.996Z,2026-05-04T17:26:06.996Z,b0aa78efad09d8fd7edc0b5ea6701feec438a5e3bd7f76296fa85e347a9ded04,b0aa78efad09d8fd7edc0b5ea6701feec438a5e3bd7f76296fa85e347a9ded04,same
RICOUNT-dm.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RICOUNT-dm.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RICOUNT-dm.MDB,364544,364544,2026-05-04T17:26:07.003Z,2026-05-04T17:26:07.003Z,eea3a12ab9e08039f8e11874e539a5ba579ff51fa61efe62e06701dca2c646ee,eea3a12ab9e08039f8e11874e539a5ba579ff51fa61efe62e06701dca2c646ee,same
RICOUNT.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RICOUNT.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RICOUNT.MDB,81920,81920,2026-05-04T17:26:07.009Z,2026-05-04T17:26:07.009Z,8dee6dfd3600936255195ebfe0764492eca0274656f1fcf0b8c00f6d0399af0a,8dee6dfd3600936255195ebfe0764492eca0274656f1fcf0b8c00f6d0399af0a,same
RICOUNTX.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RICOUNTX.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RICOUNTX.MDB,81920,81920,2026-05-04T17:26:07.014Z,2026-05-04T17:26:07.014Z,7cb4337c841df623ede1d1ae4f6939597ae43753cac2554234c69e524526d697,7cb4337c841df623ede1d1ae4f6939597ae43753cac2554234c69e524526d697,same
RIDELETE.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIDELETE.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIDELETE.MDB,696320,696320,2026-05-04T17:26:07.022Z,2026-05-04T17:26:07.022Z,e111997dcc7ca7db52984ba1bd00e4cfbf8ac0e6e68b64cf7145ed9ccf830da8,e111997dcc7ca7db52984ba1bd00e4cfbf8ac0e6e68b64cf7145ed9ccf830da8,same
RIDEPT.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIDEPT.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIDEPT.MDB,102400,102400,2026-05-04T17:26:07.027Z,2026-05-04T17:26:07.027Z,f3d2137ac24904c5fedca7c4fa78ca63a84dd32dc31808888f1b475e049afaed,f3d2137ac24904c5fedca7c4fa78ca63a84dd32dc31808888f1b475e049afaed,same
RIFUTURE.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIFUTURE.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIFUTURE.MDB,151552,151552,2026-05-04T17:26:07.033Z,2026-05-04T17:26:07.033Z,84acc4ed45862fa622f7d6212d3f725656225cc3a82767ce666c1201575c671d,84acc4ed45862fa622f7d6212d3f725656225cc3a82767ce666c1201575c671d,same
RIGIFTCT.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIGIFTCT.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIGIFTCT.MDB,94208,94208,2026-05-04T17:26:07.038Z,2026-05-04T17:26:07.038Z,434a5fc1ed7d3016e129246dddd5940d05bd54cebffc37b9fd604a9a0b522682,434a5fc1ed7d3016e129246dddd5940d05bd54cebffc37b9fd604a9a0b522682,same
RIGROUP.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIGROUP.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIGROUP.MDB,307200,307200,2026-05-04T17:26:07.045Z,2026-05-04T17:26:07.045Z,74025dac97a991c567fe8dd225da7ea0389b0a8a44bf6b69f137ecd78fd96357,74025dac97a991c567fe8dd225da7ea0389b0a8a44bf6b69f137ecd78fd96357,same
RIINVCHG.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIINVCHG.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIINVCHG.MDB,1717706752,1717706752,2026-05-04T17:26:14.876Z,2026-05-04T17:26:14.876Z,a3b56dd7a02b28d79bfbca6bb10ace3201b7e19a24a9ad8c62ae3c9ac2c67234,a3b56dd7a02b28d79bfbca6bb10ace3201b7e19a24a9ad8c62ae3c9ac2c67234,same
RIINVHIS.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIINVHIS.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIINVHIS.MDB,2007945216,2007945216,2026-05-04T17:26:23.727Z,2026-05-04T17:26:23.727Z,e5f07238a410c9eb1d44e91b224e7f2ab00eda526de060d13d9f376f860fbac8,e5f07238a410c9eb1d44e91b224e7f2ab00eda526de060d13d9f376f860fbac8,same
RIINVMAS.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIINVMAS.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIINVMAS.MDB,71667712,71667712,2026-05-04T17:26:24.755Z,2026-05-04T17:26:24.755Z,5b3df3190221d37a55a8e4b4bf7d76a8c94c6407e14d92aa068ef7928dfcfcea,5b3df3190221d37a55a8e4b4bf7d76a8c94c6407e14d92aa068ef7928dfcfcea,same
RIINVPOS.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIINVPOS.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIINVPOS.MDB,200704,200704,2026-05-04T17:26:24.760Z,2026-05-04T17:26:24.760Z,59c04f7d695c7301cc25fbe9fe654e97a44bd074fa07863cd9f73e56f77448da,59c04f7d695c7301cc25fbe9fe654e97a44bd074fa07863cd9f73e56f77448da,same
RIINVQUA.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIINVQUA.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIINVQUA.MDB,302551040,302551040,2026-05-04T17:26:27.440Z,2026-05-04T17:26:27.440Z,474a576d8e7c5086c21723fc07256d2ed67dabde999a1811c597edd5c1a0114f,474a576d8e7c5086c21723fc07256d2ed67dabde999a1811c597edd5c1a0114f,same
RIJHIST.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIJHIST.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIJHIST.MDB,5554176,5554176,2026-05-04T17:26:27.813Z,2026-05-04T17:26:27.813Z,fa5b0cc86adfd2e93a670b89bbf114412d848eefa9d37c88673804caed2390bb,fa5b0cc86adfd2e93a670b89bbf114412d848eefa9d37c88673804caed2390bb,same
RILABLS.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RILABLS.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RILABLS.MDB,81920,81920,2026-05-04T17:26:27.822Z,2026-05-04T17:26:27.822Z,7e2d76d847712d8a203b7dc86e5e8976c942cc8efa301e9b3867c8965139935a,7e2d76d847712d8a203b7dc86e5e8976c942cc8efa301e9b3867c8965139935a,same
RIMAIL.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIMAIL.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIMAIL.MDB,544677888,544677888,2026-05-04T17:26:33.594Z,2026-05-04T17:26:33.594Z,a119ee63b8e90f3bc37f54c718d913612a1bdddb44e3c02b0e518f12bc243517,a119ee63b8e90f3bc37f54c718d913612a1bdddb44e3c02b0e518f12bc243517,same
RIMAILED.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIMAILED.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIMAILED.MDB,2052952064,2052952064,2026-05-04T17:26:48.481Z,2026-05-04T17:26:48.481Z,baaa026fdc421bddc3e31015ee4caa3360f6a8be4650e44702e3cb5064bfca3f,baaa026fdc421bddc3e31015ee4caa3360f6a8be4650e44702e3cb5064bfca3f,same
RIMQUOTE.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIMQUOTE.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIMQUOTE.MDB,94208,94208,2026-05-04T17:26:48.486Z,2026-05-04T17:26:48.486Z,fedbd45f0789f726ef6987204396b57e24c3b87785e49f7829414473cf3d83bb,fedbd45f0789f726ef6987204396b57e24c3b87785e49f7829414473cf3d83bb,same
RIORDWK.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIORDWK.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIORDWK.MDB,126976,126976,2026-05-04T17:26:48.496Z,2026-05-04T17:26:48.496Z,636b02b93e12dccb43362f9e8e5617ea5ab0ddd719b1688878ef0106c8a1ae8d,636b02b93e12dccb43362f9e8e5617ea5ab0ddd719b1688878ef0106c8a1ae8d,same
RIOTB.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIOTB.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIOTB.MDB,12394496,12394496,2026-05-04T17:26:48.543Z,2026-05-04T17:26:48.543Z,be95a364df5be19b010becd64471d1bac6520a5b87e421399523d67ef257f33e,be95a364df5be19b010becd64471d1bac6520a5b87e421399523d67ef257f33e,same
RIPARMS.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIPARMS.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIPARMS.MDB,69795840,69795840,2026-05-04T17:26:49.063Z,2026-05-04T17:26:49.063Z,a2d0c1fa556e50f0a7ef29080f1f3431e95df5c2b2fa2615d8b3265aa1b19240,a2d0c1fa556e50f0a7ef29080f1f3431e95df5c2b2fa2615d8b3265aa1b19240,same
RIPASS.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIPASS.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIPASS.MDB,208896,208896,2026-05-04T17:26:49.077Z,2026-05-04T17:26:49.077Z,7bc95a029e3a527523e582ec9a7edf02d5e7984b3295f4ec00a81e55b5f7bedf,7bc95a029e3a527523e582ec9a7edf02d5e7984b3295f4ec00a81e55b5f7bedf,same
RIPODET.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIPODET.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIPODET.MDB,38277120,38277120,2026-05-04T17:26:49.360Z,2026-05-04T17:26:49.360Z,965fcae44d9c2fb02ba35ee1a3c78ed7f54ba15475c68c116bd2391bba86602c,965fcae44d9c2fb02ba35ee1a3c78ed7f54ba15475c68c116bd2391bba86602c,same
RIPOMAS.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIPOMAS.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIPOMAS.MDB,3084288,3084288,2026-05-04T17:26:49.594Z,2026-05-04T17:26:49.594Z,21d3197be7dd1459fee4faf9018c792aca4ab9dee61981950eaf484efaea3d0d,21d3197be7dd1459fee4faf9018c792aca4ab9dee61981950eaf484efaea3d0d,same
RIPRCLOG.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIPRCLOG.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIPRCLOG.MDB,3510272,3510272,2026-05-04T17:26:49.671Z,2026-05-04T17:26:49.671Z,94727be8c6767a85695aaa1486ece17671399ea972ccb70b747596a7b2df752c,94727be8c6767a85695aaa1486ece17671399ea972ccb70b747596a7b2df752c,same
RIRETURN.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIRETURN.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIRETURN.MDB,86016,86016,2026-05-04T17:26:49.691Z,2026-05-04T17:26:49.691Z,0c93b8f788a742fa7a3e3ff67228eafb883859bf5bcdca10e81a1980d7ab6cb6,0c93b8f788a742fa7a3e3ff67228eafb883859bf5bcdca10e81a1980d7ab6cb6,same
RISIZE.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RISIZE.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RISIZE.MDB,290816,290816,2026-05-04T17:26:49.848Z,2026-05-04T17:26:49.848Z,e25d0e3aacee3e9755ccfa4e504d8fffecfd298a6080d63b6d15b0e4ef2f5e47,e25d0e3aacee3e9755ccfa4e504d8fffecfd298a6080d63b6d15b0e4ef2f5e47,same
RISLSPSN.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RISLSPSN.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RISLSPSN.MDB,1445888,1445888,2026-05-04T17:26:49.985Z,2026-05-04T17:26:49.985Z,629ce6f808b22e8ff3b29c718ac8ed7a0fa603cd262b7f5dffc22ce772789222,629ce6f808b22e8ff3b29c718ac8ed7a0fa603cd262b7f5dffc22ce772789222,same
RISTORE.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RISTORE.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RISTORE.MDB,294912,294912,2026-05-04T17:26:50.058Z,2026-05-04T17:26:50.058Z,e12c8a29ec90feb7bb9605cdcd6b69c82772f5173c75c0894fd788d8bbe5d047,e12c8a29ec90feb7bb9605cdcd6b69c82772f5173c75c0894fd788d8bbe5d047,same
RITAX.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITAX.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITAX.MDB,86016,86016,2026-05-04T17:26:50.177Z,2026-05-04T17:26:50.177Z,b41dc417cabd184064cf4e95d2767ca75f6440998223cd116c3b75ad34450135,b41dc417cabd184064cf4e95d2767ca75f6440998223cd116c3b75ad34450135,same
RITRANS - copia.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANS - copia.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANS - copia.MDB,6168576,6168576,2026-05-04T17:26:50.281Z,2026-05-04T17:26:50.281Z,c66a3d7e9c0b6755ef6e6ba292011c4cade99251fd234c28b33c8d8eaf4db3ce,c66a3d7e9c0b6755ef6e6ba292011c4cade99251fd234c28b33c8d8eaf4db3ce,same
RITRANS.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANS.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANS.MDB,1310720,1310720,2026-05-04T17:26:50.301Z,2026-05-04T17:26:50.301Z,1bc54400879afe4f790f4889f1c88521c56ee03f97bf4a6606a005c01bce922c,1bc54400879afe4f790f4889f1c88521c56ee03f97bf4a6606a005c01bce922c,same
RITRANS011926.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANS011926.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANS011926.MDB,2527232,2527232,2026-05-04T17:26:50.384Z,2026-05-04T17:26:50.384Z,75fc6bc96ad626e4c573512d740e2d3baab1e75c3f2745db7c2bbbbd528f7967,75fc6bc96ad626e4c573512d740e2d3baab1e75c3f2745db7c2bbbbd528f7967,same
RITRANS1.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANS1.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANS1.MDB,163840,163840,2026-05-04T17:26:50.395Z,2026-05-04T17:26:50.395Z,fca90f95fc701cb7acba0f53045db44a7f2cdf318bc20dc4fe335874978fb129,fca90f95fc701cb7acba0f53045db44a7f2cdf318bc20dc4fe335874978fb129,same
RITRANS12225.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANS12225.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANS12225.MDB,7966720,7966720,2026-05-04T17:26:50.436Z,2026-05-04T17:26:50.436Z,70f63028423118efe081d50e4955853154f7844e18d73e8dd71df7dce0d8d2bd,70f63028423118efe081d50e4955853154f7844e18d73e8dd71df7dce0d8d2bd,same
RITRANSF.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANSF.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRANSF.MDB,200704,200704,2026-05-04T17:26:50.444Z,2026-05-04T17:26:50.444Z,35fe32e4995701c4ec13fa2a6c60c6890ec3fad6105a4cb872a8eb1ade1b3ef3,35fe32e4995701c4ec13fa2a6c60c6890ec3fad6105a4cb872a8eb1ade1b3ef3,same
RITRNPCK.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRNPCK.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRNPCK.MDB,86016,86016,2026-05-04T17:26:50.449Z,2026-05-04T17:26:50.449Z,4139ec25ee99eecec4a455a8f1995326db9485cf4f5356af490c5efb26dd30f5,4139ec25ee99eecec4a455a8f1995326db9485cf4f5356af490c5efb26dd30f5,same
RITRNSSV.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRNSSV.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRNSSV.MDB,2121437184,2121437184,2026-05-04T17:27:03.108Z,2026-05-04T17:27:03.108Z,92ac61ab0b05a26b5fad9aec63dd220f6004a7fe3db95bc054bee666ce94c1f4,92ac61ab0b05a26b5fad9aec63dd220f6004a7fe3db95bc054bee666ce94c1f4,same
RITRNSTC.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRNSTC.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RITRNSTC.MDB,9592832,9592832,2026-05-04T17:27:03.814Z,2026-05-04T17:27:03.814Z,2d2fa77c4fe7e050afa46d5d00b4c3bcc7cb6cf55d641cce0c1eb8f7f6792089,2d2fa77c4fe7e050afa46d5d00b4c3bcc7cb6cf55d641cce0c1eb8f7f6792089,same
RIUPC.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIUPC.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIUPC.MDB,162074624,162074624,2026-05-04T17:27:04.641Z,2026-05-04T17:27:04.641Z,478240c6ec7497eea6485d6576cbe16d7a4d894a3fc59252229a5880197336b6,478240c6ec7497eea6485d6576cbe16d7a4d894a3fc59252229a5880197336b6,same
RIUPLTRN.MDB,no,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIUPLTRN.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIUPLTRN.MDB,237568,237568,2026-05-04T17:27:04.647Z,2026-05-04T17:27:04.647Z,cc40d5842d2f84f243e242abc76eacc01ff02558fb2830bb1ddfd2c8dff4f9a9,cc40d5842d2f84f243e242abc76eacc01ff02558fb2830bb1ddfd2c8dff4f9a9,same
RIVENDOR.MDB,yes,yes,yes,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIVENDOR.MDB,E:\data\rics-mdbs\May_1_before_close\RICSDATA\RIVENDOR.MDB,856064,856064,2026-05-04T17:27:04.660Z,2026-05-04T17:27:04.660Z,14bd659f888141feec2a0a347fa20572d6f5378cc79d3447751c6a70870bf8ec,14bd659f888141feec2a0a347fa20572d6f5378cc79d3447751c6a70870bf8ec,same
