diff_type,key_columns,key_values_json,before_row_hash,after_row_hash,changed_columns
changed,PO Number,"[""S:00307555""]",e94a5c3dcc489e611255900184b23e933dc4e0ed05bf4c7442be8a34d3db3d1b,489d5e1eaa89c4984ffe9322be2378de376c4570604e50ba522d2524f02587d2,DateLastChanged
changed,PO Number,"[""S:00307556""]",908a51bc8f9bd95f55834bc646680d7e407ef55096788a7fceb55caf4d609c4a,d66c6c516d82c516407ec8743f77882e9e50c05c4edcc38d1fb1c141f8319069,DateLastChanged
changed,PO Number,"[""S:00307559""]",a5cf0b9ba29e1175f45e5284f089ee55fb6cb332cd4660174baec6b9e05b04fc,d27a43f3d2c28644750d24115ab9219c8186225f05936d9cfb0c6b55e170c273,DateLastChanged
changed,PO Number,"[""S:00307560""]",4011d8063ccb9fbd381154882139057269534a0a21aa1161a6702adcf7139c12,a2369bcec6626172f4262de96e458fa4fcd429956e7e6f39e48c651a1882b76d,DateLastChanged
changed,PO Number,"[""S:00307561""]",1093e9c69a620e0b0702452ef2870374114a7f212430b517f1ce9dc8dbc1b0d9,4001d11ecac775a3fb5cb62707543ce6688a4688c31aa5fa43a1842f3369263f,DateLastChanged
changed,PO Number,"[""S:00307562""]",2d7cea9ad7c99108ca0427a2c827d54275d3fcb0b387ddbc3ef6af0855d9f5e5,05812c43affd6404fe79b208a1dd4b1abccaa39b202994c05e72bb6d9b2142e4,DateLastChanged
changed,PO Number,"[""S:00307563""]",811c954ad8c3b0503f50966d0b205255206a9e407aa448afa57e7937c842de9b,b4eab0387ffb6035f8a7a0d6306d4a46d96f42107a2116b1ebd923132ba94697,DateLastChanged
changed,PO Number,"[""S:00307565""]",49baed831b4bff7fc63f92354383731c90059fcbdffa98da19c5c2ac002d7d11,b88ba187ef43348044dbd50820e3100d2ba04e3238127ebc4de4577dd5684890,DateLastChanged
changed,PO Number,"[""S:00307567""]",91c0d3ba977ffaced306be40ce85184e2833fb5acaf8efb66a46cd7c36018b17,6850da80006f64127fe2afa00ea8dc90a50cbf84d7445fcf132ddcfd6880d18b,DateLastChanged
changed,PO Number,"[""S:00307568""]",b36cf42aec576f57a88a27338a47858255d36dbb6b558c87539c3a0953e1d18a,514ea0c30556a10cafd9a4ec97a7f055a902d52257e8c32817c4a5fd44936494,DateLastChanged
changed,PO Number,"[""S:00307570""]",6c67078ef035ac1fb5be2c62f89edb82dd5b41fca38065c618640593e24bf5e4,9e367897e76f83967dfd392b4960be4e8b90a1bacb295d53139f8f4861e287cc,DateLastChanged
changed,PO Number,"[""S:00307572""]",92986d79662a3f0847956b222171244ba1ce2ebc1d5935e7e986ae00dcaca118,2c15a272459a732b41ed370ff531effffdde9e5e07b3cb609ff061ed10351dc7,DateLastChanged
changed,PO Number,"[""S:00307574""]",30777ede4f3db813040ff313494ac3a60957f69f8e721eb061a24a80c05da9af,c68b0fcdcc0cbd07a9ec0d16b051667f00a5894e141d3b0f4d736bd83e1208d8,DateLastChanged
changed,PO Number,"[""S:00307575""]",00a9215c2e49eb43b064e06d609c1b27941643ce442a64a3182f391ca16b07f6,ac5defdc7cdf8286830c23d374b46b8b9983ec08739a0fd76e559989986fea7d,DateLastChanged
changed,PO Number,"[""S:00307576""]",d79fa5d380588e3b91abbf98e90de387bafbff305e4b38da4a85c7deff57164e,2c85ce424c71dd014024407ea1073a37571c25bd13d1f673a8e3665707119913,DateLastChanged
changed,PO Number,"[""S:00307879""]",f06cbc154b0b44477f4e37444f73b2c3dc0cacaf853b06a5ebd1c6b7841e7e72,38943154e3b52dc49501d898712d7a2586a9744e6d068bceea763a8f8d83c78a,DateLastChanged
changed,PO Number,"[""S:00307882""]",a4088e62ad9694187fc55eec7ee6bf3befec1146d8c93d3906e6dfb782ab238f,e40ab097c2c32b5c1cb24902181c7af1264d9c7e8b3df251eaee15b6bc2c6c49,DateLastChanged
changed,PO Number,"[""S:00307883""]",ce7a877ed48e8b5df70e9a74708a22f8a386f7dcf30050d0ed6886b0f6216ed7,1c7ec84d1dddf11b91650cc195f4d8414f7e13fdd52beb5333c78859dd70083d,DateLastChanged
changed,PO Number,"[""S:00307886""]",0ddc43d204f8b8b3a1bdcfa2c035ddf42c63676d07183cce6b87d7ef6f2e6205,f63c18e69da3b69474b838a50ceac7b6e2f3a09b1eb0b0c87dfa6358849238f5,DateLastChanged
changed,PO Number,"[""S:00307887""]",e23cbaf5212f358c334ca3a7a3dd2a3aaf9073561624ff0d5d6ea236df843f52,e17ea2934b1cdc5859a5cb2a9894d14c18c0876ea94f604a3f88b0c562ce351f,DateLastChanged
changed,PO Number,"[""S:00307914""]",23303fd4f367aefe469a26b3289c55e29227ddb0d733e1989b6b1b5b327cb8b3,a150806ad715f5d8d5a4a2012e284f67630e2c36bb3097e49744cadf04b1965e,DateLastChanged
changed,PO Number,"[""S:00307916""]",ea7962974ff0b1a3601c1a0676f18ccea56f93d7a9e41bb8f271e250ad315558,be9695a18c52e94cd3aa89f24dcd0716112a2280ce84b511d1f7b3fa03ac2ea9,DateLastChanged
changed,PO Number,"[""S:00307917""]",53325afb8fb9df20c66dc7bd6d7e58ab2a67875681dd7a5b738a69b9aebc44f7,9cc5ca0bfa4e035539fa2be044cf1fca953a8d79c7fdea986086624934b02dfe,DateLastChanged
changed,PO Number,"[""S:00307918""]",3b74fb6b5293014e586e827e8f31911af3c385732c8562f65bceffbc351ff4e2,1438e7935e8efee0de45a212aa828006782e005da3457243a110d7f4637ffd05,DateLastChanged
changed,PO Number,"[""S:00307919""]",f5bc8f2b8691de8278ec0c2892264a169cc6d152980686e1535812a40dec2e27,7274342d2827e838e63cb7164a9b0033466cfe6a155ed584a68d57bf3b476005,DateLastChanged
changed,PO Number,"[""S:00307920""]",139b364fe6bde8866a98a9a746d59bf84e84f538d4f2d01e490602004860b58d,2bc42f0224255cf0682e1114b46d50b66931ba2c8a74315d3e79e477b21cf6b9,DateLastChanged
changed,PO Number,"[""S:00307921""]",79bdea5af989bfa55299e964227ef84954514326ea050e1ad4f365d8d79926ae,4cca8951083c3b0a2969e62d30903a570f575b6e54eb8d60cb995c492f749e92,DateLastChanged
changed,PO Number,"[""S:00307926""]",5cf71f7543c08a4c7ae681c4d30869d10dd9f0d4a2075702d962e87d955544d3,b4a48fccf8a5643867910bda288f9a8406a64de6dfd58db9c739869bd8f5360d,DateLastChanged
changed,PO Number,"[""S:00307929""]",08ea524395fd5aa516e39709a0d408111ecd18439a195f6cf5ed4fd314e14a2f,3f9394dbf7f256d6d612e0fa4e0223772b5ccb874aca33aadcc56ca6c095a589,DateLastChanged
changed,PO Number,"[""S:00307931""]",9142377db3ab8a0d41c6bd9301878a7223124034353d7acc437d849463849a51,b7215b9be4fec8a4f775ef8afd569fafaa587adb4d7b066475b074145a62f9f2,DateLastChanged
changed,PO Number,"[""S:00307932""]",1168eab4bbe857742ffc9db59063a54b290fc037de279c8c3097292848bf8843,bc2f866c3786421384bdf87e57c1b965985ae9f6a21eb1715d98bb1320d23cbf,DateLastChanged
